HN_1	DCIS_1	HN_2	DCIS_2	HN_3	DCIS_3	HN_4	DCIS_4	HN_5	DCIS_5	HN_6	DCIS_6
7.78303616079193	7.60602113913067	7.85369482221654	7.78439683370338	7.61798639140685	7.61310710592395	7.67415114842118	7.83281319336442	7.59460493577793	7.62175595985548	7.58866646002092	7.52132203195
6.96860893432489	6.95667817800457	6.96750796612186	6.96741732321978	6.96523225178018	6.96676499790712	6.98647205012908	6.99262128626134	6.95682907650651	6.94964478625559	6.96891851143154	6.96094866048636
6.90853449300491	7.07620232824971	6.79225231094014	6.73909236139323	6.74789719939804	6.75440841059231	7.01694149890514	6.94101323976665	6.73366575290477	6.64901067480594	6.77301111102756	6.70389339415626
7.7088583904501	7.51004035703944	7.40085411451198	7.46024869075222	7.50907997667524	7.46180755914568	7.79068588636315	7.71299291384275	7.25116513958543	7.25436450222056	7.32606269419825	7.27846540937309
7.653694440354	7.45475575021612	7.42892191255311	7.4474416426499	7.47381495530849	7.47766206116212	7.70093201742188	7.52607941573344	7.42781710867686	7.32849241848139	7.38966143034958	7.32462199838776
7.04754024289671	7.75300515342121	7.97549235199201	8.34366790080937	7.7864164132094	7.56782844261016	6.92701207706786	7.08684695748606	7.86925870053905	8.39378391299342	7.84568066223448	7.81303078582153
6.888397497979	6.88835086481116	6.88818297371744	6.8881434295108	6.88812585838886	6.88846909978599	6.88842955753197	6.88839121562979	6.8882368678159	6.88813770891419	6.88830523085207	6.88806402992437
6.88954785124434	6.74250666722887	7.27692202940597	7.11924980103099	7.17277255698877	7.10328357610961	6.99329167754743	6.84201437931259	6.97327009762473	7.03573958463571	7.07838564720988	7.21878387257581
7.26154328349332	7.12563126876401	7.01380240304445	6.9513653774799	7.11263744978147	7.2856854316728	7.41866063711631	7.26586392642217	6.87155113468084	6.87764436413769	6.95194742024766	6.97223073729938
6.97078828027104	6.77707053361518	7.39284733581844	7.27681499433957	6.75267794797235	6.91279448743872	7.06657829934835	7.05795577741475	6.95728054447256	6.92115935833558	6.80063903270371	6.8814267289362
7.05073677612728	7.00314803348421	6.98331326893578	6.99688956138333	7.03540047232961	7.07228314790078	7.15452819635657	7.0636616571933	7.01355828966537	7.00364865468448	7.03490183906907	7.06563635583003
6.97003877340637	6.87876591131587	6.63409917804485	6.69628555850602	6.74099718037835	6.74553462479608	7.28453664710986	7.22135483074344	6.64306930100356	6.62658311011125	6.6205787587495	6.64387584661278
8.01733379213804	7.97332955211915	7.26945527619135	7.35887460067645	7.34227612789625	7.41325703089936	8.17894533269511	7.71440611415106	8.0449530271842	7.82666238675585	7.72277214442734	7.72232911760411
6.50758986224116	6.44131141930819	6.42063252395213	6.43896679806893	6.38520592820472	6.41567720536935	6.60832287569375	6.53165854189399	6.37713916899297	6.44875989554163	6.45194702166072	6.44869841374155
7.93259657995109	6.47991780630229	7.73009507127065	7.64370809744003	7.18841487281778	7.33575337950471	6.89645177408705	6.30097566664394	7.88869276614677	6.90026700255146	7.38010454860292	7.0000087361095
7.14634908835169	6.81503166989159	6.73427503169379	6.66190401882381	6.72763350892319	6.62387946633452	7.60734333317616	7.50013079811615	6.53210521564092	6.41564292332852	6.57868630751985	6.58604899817134
7.50974910964405	7.34895262444607	7.32604701419926	7.29447719380561	7.26765672081937	7.29677268611676	7.47514675729476	7.44162624077723	7.33788873476256	7.1894860204485	7.3136017968616	7.30436348953909
6.58554950789056	6.87306539523653	7.35698881582171	7.46373164123134	7.95302771920621	7.69911513438815	6.81075894195825	6.38702491905967	7.98655887405135	8.23155780733537	7.8241961847082	8.25480843575182
6.36422638916751	6.35568204559537	6.36352138247955	6.37220955613347	6.36317529250446	6.36991239688019	6.37830835357977	6.37492422532375	6.37473396912051	6.37535826559338	6.39037889970292	6.38781994486607
6.48829251902477	6.48843379363705	6.48837532307394	6.48858698649661	6.48837669167287	6.48854001338179	6.48828081479147	6.48828436606563	6.48845089540907	6.48864763288218	6.48827411494503	6.48839599638366
7.50343325235688	7.34626294363167	6.84396693523621	6.92156703915089	7.15968192051316	7.21881509566083	7.93072231929736	7.71991294400217	6.8534505974417	6.78753329266844	6.99613505135066	7.08616530594978
6.72711474631619	7.32086047141812	6.45760762112038	6.81800177027328	6.87064566249883	9.58147470214468	6.67758696066327	6.77299566137898	7.12701723297742	7.64035177850704	7.17475916308194	7.80937915103707
7.35731862999371	7.25917274138218	7.26393769780089	7.22866368781733	7.29080875145602	7.31208459747911	7.32976417685101	7.37406334569195	7.29098698035929	7.31652448982157	7.34447895374271	7.3532767219585
9.04282072805899	8.10152441251584	7.61296842372299	8.51980044156006	8.33938490823959	8.38047310052174	8.99910540673649	9.21371074393126	7.89878685779248	7.71026647127393	8.03666343241638	8.43062952676982
8.00951428904337	7.50854480055184	7.58239438631811	7.95858992884673	7.28938066931157	7.18311708462266	7.86468789401324	7.41544113910935	7.0286568377111	7.07624784460996	7.00766687668039	6.72364537187617
7.76062239212325	7.95003956611231	7.43419550036782	7.4897959404714	7.983200037823	7.99205180466464	7.87591649858071	7.33276575334155	8.00612281031398	7.97727385306284	7.88342631896151	7.82835076386374
6.27574252907505	6.26829589807983	6.25631787132883	6.26389455883389	6.29275328239862	6.29199415734066	6.28589789693674	6.29986404009631	6.27182353988717	6.278214391962	6.28128125712589	6.30396360761238
7.0113150512485	6.99226677203283	7.21940785600776	7.34716216980266	7.66601214259027	7.95625115189608	6.97320329402953	6.93755305398827	7.82168001243515	8.14386687437445	7.81854284402791	7.77232737117814
7.66336522954422	7.77186219514934	7.33315808586767	7.6340538962191	7.47241642399691	7.38567974308469	8.2418047241325	8.09933964879042	7.64445621593447	8.04188108154815	7.57822762582525	7.88432345868839
7.47783227575802	7.41448914369589	7.69852885632395	7.61183547336247	7.65812562602168	7.69892862371658	7.58234598041009	7.45744850513155	7.60479854009237	7.63466249106063	7.6328194576097	7.65067588759455
6.5472038688517	6.52291846166971	6.52824287357311	6.5239968589113	6.53802294731525	6.53499999879503	6.54530030122964	6.53588954056202	6.53947953963376	6.54926822680403	6.54345429894883	6.54083804451729
7.26942948343194	6.76568280845204	6.65962778851633	6.7063374421102	6.91144513279742	6.94904822860264	7.20470005026926	7.38290034947929	6.8559586380635	6.94748528531118	7.08700323412246	6.97843087548027
7.17996420351105	7.07667010700557	6.90276121412632	6.99941638311465	7.01221088838986	6.94701488105773	7.366497833211	7.50121438759142	6.90023280623434	6.85358086096495	6.82482907499854	6.92748596459944
7.09818544708091	7.16463410345536	6.83192324615482	6.84817057955655	6.99943463281512	6.93448345433131	7.29293994844906	7.34826037484012	6.89522761720242	6.8283323883744	6.88682655168974	6.91276853519899
8.00754529124554	7.67094792911418	6.54727431422007	6.93303374749171	7.36496796266592	7.37334342366756	8.48659724908339	8.92400641863377	6.88431245203299	6.72627008930305	6.91804498491114	6.92836739125599
8.61564075311854	8.26993294121283	7.66487692587944	8.59731280370359	9.18408490797944	10.405876201055	8.30676870888662	9.04529578400119	8.54390831047406	8.62189036370479	8.76919721548172	9.08451527184715
6.99855286026902	6.62708483318596	6.49025562867378	6.56488024521588	6.37087913835668	6.4282694402563	7.27318076829694	6.86364491873323	6.52820036996748	6.85627144679766	6.48611193793182	6.70937824729083
7.74105573158116	8.50466878856088	7.92234371185103	7.59458207887335	8.67038024519207	8.38721286801653	7.15751561198887	6.77396327466627	9.11566282080112	9.37326677473994	8.85134600593493	8.96194843894227
6.47547345595469	6.24520190866498	7.08985490319493	6.87573405178833	6.87751453986892	7.09290432047829	6.36907108870788	6.77625690573586	7.12843164806655	6.9810234770265	7.12057690812343	7.2633298852216
7.16238811636635	7.1476531587668	6.64081780173533	6.78956861089913	7.43804693893086	7.91450956897985	7.19073411041361	7.20905506412394	7.77608964209803	8.08601583946935	8.00160400571174	7.86262487225351
8.16144788657824	7.78273392888859	7.6574511833261	7.64080935482526	7.58410896572289	7.62254367553094	8.495311476235	8.38935871696473	7.52773011304308	7.5603256683363	7.60592349787309	7.66778625803853
8.33136670072334	7.8822607396955	7.4110739594086	7.42264471890645	7.36446375297582	7.24545610285069	8.64790643376593	7.88810248742183	7.286896879087	7.17869068682472	7.2255205223285	7.20427847362722
8.46477454337469	9.54126250356314	8.81848514336941	8.89170016661472	8.74122293098327	8.48763166626297	7.93482273625348	8.29943586282276	9.46642176978055	9.44217206041184	9.09328678200174	9.31357544161748
7.60825921917482	8.47552357354571	8.11013311866387	8.23898522602953	8.09897572873202	7.74917606839952	7.62856123434315	7.12235230298627	8.50636349353375	8.80658605143389	8.42282652153773	8.75924757111853
6.9928064424649	6.98657492948753	6.99783557459428	7.0023433146994	6.99394268744544	7.00342206081677	7.01618148346852	7.01202513190262	6.99169052964834	6.99038494919476	6.99860921725143	6.99508874089504
6.63502723363255	6.61525858471589	6.60724239667109	6.62477334707795	6.5794374310588	6.62887119556758	6.68724076440916	6.68077181269749	6.56839112421838	6.57621049107556	6.6173256044474	6.60677730673211
8.13069298366366	8.38511109910508	8.64015240657852	8.17396769551964	8.70062916272128	9.01916070305403	7.90285541706217	7.55855238649854	9.342354323992	9.35126476406816	9.52358784542429	8.88424510712709
8.95004665321129	8.27461258490732	9.61475994902559	7.86824681295989	9.03327157802184	8.34564900122246	9.51580636142602	9.58658208710959	8.59833653509284	7.31034768128832	8.79194348070755	7.8480378834158
8.13038360918743	8.0744155917971	7.84874034037227	7.39736196196083	8.84566046173095	7.85497777491097	7.46980135508369	8.18501760913687	7.98760842284376	7.68983705057488	7.80303917357512	7.64134397681064
7.16905627734712	7.08337279070154	7.00445337975173	7.00591873466378	7.10580817912265	7.08230768472543	7.15433809996883	7.1789781694798	7.05164689612559	7.04182407068448	7.08843042741943	7.08764816141836
7.11125858840688	7.02157829439842	7.03380902519319	7.00972869176141	7.0280445336556	7.04209018010691	7.16125640262091	7.14580527939338	7.01287609291583	7.03888486427196	7.08557058549417	7.09502050422823
7.9730260611853	8.20655911308719	7.04160332755291	7.12542949964577	7.73170595169067	7.40350420922596	8.28455071357716	7.8009794553312	7.63064703375477	7.73937100754296	7.4266406885425	7.80784223126564
7.59857333901546	7.50679543672521	7.38795587421104	7.3881824534848	7.30478028686528	7.57817756018511	7.74652487614768	7.86826211885111	7.17745565079673	7.17731440448024	7.2347449262628	7.30243209105829
8.27920677366796	7.82313249998422	7.24364676130379	7.36301242513049	7.2026950947177	7.04615920232382	8.88812500573416	8.83164421042596	6.71066546967178	6.60696113378163	6.71897681602098	6.75123506944202
7.53429249192604	8.1643203335715	7.96521742506522	7.67665257751426	8.62417567620077	8.57131313369432	7.5623849892922	7.4532861074099	8.59802365667989	8.82993855614132	8.2033105681625	8.57061296247421
7.19291899902761	7.0905590805963	7.09336498111414	7.03365586201655	7.10708289379885	7.15893391497499	7.46268513702198	7.26959518759163	7.04338150048656	6.91919816003953	6.99370547613598	7.01631815967253
7.57350768719559	7.54079034287258	7.20469457587254	7.2468030147944	7.23809796223218	7.24147436334775	7.84985214795309	7.93351816802025	7.10725207753276	7.07238815506473	7.13310529763948	7.14913446809322
8.1741527151226	7.80973257433881	7.91835916326591	7.73540794212955	7.90593273446564	7.42826078850866	7.61992559351261	7.32614334640811	8.10536298708116	8.02211050144601	8.027427391781	8.11823905181417
7.9772862680375	7.87654644690371	7.18292886999426	7.14277255573751	7.24926907243116	7.36058941952526	8.56656517970884	8.22889243386636	6.94440055348982	6.94936285014047	7.08331074280551	7.10149079112303
7.38494209484367	8.37195291256441	7.86485805783088	6.7242135247869	7.40189319569772	6.35527386956607	7.54620638383971	6.87757846469001	7.04972079950674	6.68853455614205	7.35672823353264	7.01281473719223
7.48279509238881	7.75123847271833	7.76059835975516	8.11146050754202	7.85809467081269	7.46807205231142	6.95941251566534	7.43060706732304	8.25345476288736	8.39986992266175	7.7113314848815	8.06038534036032
8.95530233784711	8.82886469888152	7.68929491520751	7.91877751816493	7.85274157167665	7.72798771441814	9.04161965963804	9.21464857134236	7.95801787108225	7.98181578451337	7.98543010877742	7.91942395690244
7.74362536102008	7.65802146817838	7.33770580047693	7.6123894229275	7.39608256114658	7.44027226300567	7.9528613043337	7.73702927902727	7.25084343164572	7.23173804212467	7.15436192193162	7.2904813198142
7.01987334373326	6.71713681843228	6.94544325206436	7.1325216383909	6.90209118738598	7.10376075244813	7.53582363319211	6.85367988406145	6.89332910617373	6.68028019157537	6.78460002202237	6.76818727690206
7.50432243393645	7.19766833970359	7.50114709191406	7.97360358094268	7.41901046759383	7.76945255591037	7.16196775159334	7.53541888191397	7.54022476605233	7.62841142834246	7.61617401129424	7.38489000450579
7.88564690599913	7.60707193528116	7.19809624887333	7.2366234420553	7.47139710393964	7.31287306081498	7.76679587237019	8.26384351177413	7.08600857436309	7.08915454099576	7.2756123486552	7.31227434259121
7.42946543771255	7.85584080530638	8.18126666234535	8.2201299293501	7.88122536717491	7.8458258949549	7.50542179084694	7.4839212618316	7.99659498707774	8.30145701632484	8.14803632347738	8.21670419741246
7.52829852145846	7.83936603872292	8.16173179883128	8.0478716658337	7.97049683689396	8.01422165015402	7.57355330795455	7.3891037831502	8.12301218209275	8.17725472531461	7.79498984479889	7.77536296830122
6.64203085676364	6.62258569876232	6.57008893984319	6.53027831055039	6.63098417275318	6.63385128466037	6.56884761749308	6.68196072492815	6.67762410219436	6.63144694442686	6.70152395519862	6.72277354416746
7.01457411846374	6.92514950033194	7.13362161214875	7.11691408831023	7.11081059051858	7.02575384141236	7.03951174700645	7.02763808415662	7.18604921985823	7.14526842833134	7.19865145682744	7.15284554084904
7.1384626921355	7.48239206348516	7.45642430146023	7.86955671730084	7.94559256839882	8.10279672102522	7.12995645906576	7.45255610282691	8.17749877462922	8.50874693254364	8.11752530349045	8.22813396078515
6.96649487450417	6.98519504723348	7.22427797718582	7.2142243361814	7.17056325107947	7.25102840016921	6.78110757500534	6.99085346505115	7.12851155384791	7.07604242201562	7.19651325691749	7.13569910993561
8.71124988371178	8.27324481927306	7.57559579694504	8.07389422321033	7.65291168807181	7.90163725109562	8.77229441878591	9.03016831791525	7.76049670341529	7.88017081736863	8.25775301608048	8.22372873614197
10.4942903146742	10.6261345033758	10.1429250383237	10.0556068830766	10.4944066162311	9.88406366472148	9.63536415645439	9.97310210923315	10.2595309869268	10.1716615177174	10.1069921602148	9.85453682137971
9.02610529782937	9.19666755290076	8.71643106020271	8.94197741400755	8.81979112012197	9.12527047886394	9.28510584400762	9.58533465047127	8.5288940154976	8.60859745970832	8.64276411352253	8.56011732575549
8.44739909844397	9.45846434266294	8.61138389434311	9.38438609689677	9.00176271006236	9.78831971487636	8.85363777133719	9.69594092577111	9.21949475186613	9.6071000734881	8.96595599208737	9.29382707292894
8.08635450517026	7.92774094217994	7.82741964843478	8.02855243314923	7.81940277884466	7.64853696052288	8.31998048723328	8.71331296732598	7.69296945709279	7.58815835765082	7.63303376930125	7.60494191562106
6.91417167299075	7.32541752457981	7.52998123365251	7.7265462780736	7.27834214992821	7.39532105211144	6.7857372770489	6.91249749791706	7.6995708460708	7.88140255464909	7.52956950771197	7.63522901752163
6.68038888801687	6.67434672149919	7.01783991921612	7.05355228982381	6.96396204127822	7.06042842388268	6.65011603696249	6.60596284121414	7.0040735257899	7.07883890948729	6.94890669707501	7.0992286011253
6.75912793313802	6.74962929431628	6.7429388827367	6.74109430917118	6.76162275760677	6.76533253583324	6.78456029776402	6.78893604741277	6.75532705634256	6.7592087298793	6.76874773112557	6.7715872056185
7.78559960855733	7.3428278945884	6.90000408470055	6.91291718482105	7.13876876058173	7.07607036083061	8.08755759901448	7.79779921704708	7.02171586596342	6.76549923246714	6.93291143704938	6.92318127704829
8.03397997091605	7.55586897773572	7.53457768125377	8.03114893571229	7.96441975491423	8.0262414067168	8.36834169992882	7.89492777060131	7.44478398523672	7.43911285749807	7.41201555939977	7.37718374400536
9.34030167986838	9.03077720932157	8.59128468914064	9.01593609728877	8.50369612391452	8.67270538379976	9.67572975152504	9.26043782376736	7.96043289155506	8.13510735067635	8.09241437202971	8.11864513349024
9.37536916929996	9.63602373327617	8.75748956925587	9.33002014149183	8.61425044801183	8.81043041301914	9.43634409092042	10.8215468928819	8.23970376637311	8.32658566122352	8.13027735284916	8.42501232706569
7.78853263676737	8.03254455914528	9.44326790715418	9.25475862221365	8.64457155842444	8.38931248925761	7.89457141608788	8.10692350091654	8.5987581532275	8.59114001980026	8.64001080013757	8.71676966423875
7.08415275529467	7.02349547308761	7.04056270018681	7.05045936349416	7.02671647025872	7.04636310682296	7.08912093163394	7.12088585045683	7.02585203879153	7.02030696523827	7.07882840958185	7.0470072026684
8.13624219266211	8.5087510591187	8.05674863937895	8.84473777702199	7.7315805854588	8.24359517747404	8.25388992936972	9.40143836724509	7.64041000786626	8.04924844609598	7.42096969213882	7.95724375709094
8.49958593839476	8.43423393750122	8.45042707505126	8.52146204653783	8.31322667721348	8.3166076964828	8.7193404543975	8.30213362366883	8.20914792443795	8.59581569030068	8.34028278318067	8.37061774254429
8.47531075596486	8.56700193112573	7.82519871022275	7.94072079626537	7.8420670671911	7.89574322423739	8.27782861151306	8.9482143592453	7.81893202813043	7.70676161896262	7.74450075086718	7.80623916289489
7.30476143169528	7.15045915696337	7.53503125945325	7.57802874364302	7.82145302748898	7.80975135249298	7.53276991822807	7.3918296752994	7.6669661864177	7.50339824258294	7.5000891369014	7.78115033410959
7.53695430728779	7.42469834286713	7.40766661818255	7.35023852569238	7.23779137302523	7.37999991737876	7.74992071023476	7.70969065491496	7.13960618019964	7.09188976476174	7.1424094083638	7.13420383821369
7.84659548922416	7.59930616922643	7.25242965147961	7.38768417969697	7.23173729347542	7.27469772618888	8.09017124604184	7.93130303716723	7.13231445070609	7.02684498967861	7.18975526783164	7.11840760331978
8.3463829519773	8.89997547096486	9.1032596229212	8.49265826569585	10.361205653569	10.3424853738446	8.28328491667353	8.36036939759334	11.1716965753973	12.2765053664111	11.2166476873834	11.6210673018976
6.51682361353337	6.4245607156945	6.92463991620528	6.81976490190174	6.68334009443811	6.82306527383156	6.50882920690243	6.6621684404073	6.58557998444358	6.75574157639713	6.43647137649664	6.51099076502662
7.9640835916743	7.09943676805286	7.03375903811684	6.89723856666204	7.2218077861978	7.27913794171458	8.22955150620368	8.41652434768496	7.13876994450323	7.35963111103982	7.68413583751486	7.61794401890017
8.14187469373419	8.12464195074799	7.46460196088196	7.56750708898904	7.06622728240913	6.85369652648011	8.26860118117321	7.95760172153623	6.70866966399687	6.69037453760157	6.8678780959222	6.80528196157857
6.872612235839	6.68022879127574	7.41661215135737	7.268150218025	6.55824983265821	6.6721466084279	6.7582671580645	7.01133813495552	6.58895746459853	6.72540574246127	6.60404970584389	6.79974171839775
7.75351934837021	7.62256627041018	7.8769254600337	7.8673388694962	7.93907204093972	8.0020734898328	7.75598396719524	7.76847537258968	7.88309170604882	7.93218409067102	7.89560555858166	7.90843413845337
7.19982835680668	7.34261359638062	7.60015575652025	7.80412052802875	7.71014140229086	7.73460408035027	7.19006791929276	7.12370945903595	8.30433721655525	7.89133671903569	8.19961092173368	8.42833306410474
7.4595377592955	7.2491659693852	7.07456176749679	6.9663709045178	7.03387581541253	7.22242791466508	7.74693375117095	7.73215790800928	6.99458634476256	6.87457854053889	7.14054281055304	7.04034581249089
7.03569875058435	6.95633105591572	7.40126220152697	7.32646874799542	7.32803090651917	7.40605368014693	7.1164858804647	7.16015231795855	7.39319058260347	7.28594872981471	7.34837489748922	7.35554444801123
7.00627415616068	7.18397895250185	6.90740145012927	7.0180223922015	6.85337927842316	6.75422581213672	6.89177658534242	6.71668814707982	7.24210288858117	6.81914993473023	7.0061477991907	7.07181841021066
9.33484844144069	9.73520467707117	8.79623608500811	8.23833868272393	9.05657485760256	9.13752265352436	8.11669966768397	8.61066788175031	9.38055610248199	9.2929984162463	9.49532015631543	9.084664616678
8.02280188493311	8.00509027191401	7.46081694858037	7.69393238521879	7.3628313265417	7.57761523367132	8.153722778177	8.5321637771931	7.42560869150507	7.4471286309077	7.29035230725936	7.35062880177707
9.80030262111752	9.97994059437267	8.56171853004253	9.86624107515475	8.27970810240971	9.38369658176062	9.02598723264454	9.99833545045018	8.70525847323814	8.624362566164	7.8351573324414	8.13759682825464
7.84088618406977	8.70391857649378	8.62850084886887	9.19094932760918	8.76284422094949	9.25771864135339	7.18618382306379	8.07594684611594	9.3334239942898	9.57909564918294	9.21967991156411	9.58034532953526
7.67237701434574	8.86907567376603	7.90681654535717	7.73028134217396	7.67624362351201	7.69652426650665	6.9406873973604	7.11921837707302	8.81047664648425	9.10136840794962	8.26925732938135	8.64331994206962
8.15630543871081	8.2537726991709	8.41007209212661	9.24215829112115	7.42272978530548	7.0288930733746	8.96334845958936	8.31524156872426	8.67212883694984	8.36624143065175	8.25160346353477	8.86936425730133
7.84607234918028	9.65558974304691	8.03145482189264	8.95008333132593	7.98421254295215	8.25751524751459	7.47330840620642	7.67662230266287	8.90813216670556	9.59826778545814	8.42078073923286	8.8981754029746
7.70594278401753	8.90336749006448	8.66550965132913	8.7912574607472	7.49657690968037	6.49245438447385	6.65753135066025	6.68028754868815	7.56793101803133	7.77889027360226	7.87207596378644	7.17000494858541
7.32056136447081	7.39616747492151	7.20801654607126	7.73011051431109	7.2786262632345	7.46282723849519	7.41247950948553	7.86205274921982	7.16479089051786	7.39023813257984	7.14164201577002	7.18575801341794
6.98692202768146	6.74906608307209	6.85640838690861	6.84244500785288	6.87993183983072	6.90839884034646	6.92168324670071	7.00663888128039	6.86155323829629	6.96089351182169	7.07170088428504	6.94856778186549
8.92168741844098	8.66633574827737	8.54938700760761	8.5942123646857	8.40638283497237	8.28123250065885	9.04527711869958	9.50315209682064	8.25520055075059	8.44340564214177	7.89471612127101	8.14889248990776
8.79269888350861	8.81156843446793	8.49693123362492	8.64517341036591	8.23454339286299	8.48328941581052	9.10057471849844	8.93419878019236	8.12178812716099	8.04463197328014	8.06436967685098	8.22229364413129
7.81671848929158	8.78456802104047	7.9528528817415	7.56883736548834	8.00830952782177	9.78478585395112	7.68089462256272	8.02035856605889	8.66081481135847	9.84757411800295	8.26793635209262	8.56909491335166
8.70724193029705	9.27724220290648	7.55191148065408	7.98708645024264	7.94467686376589	8.21689190200254	7.85273380584682	7.99415592548908	7.32182880508344	7.54477291745135	7.33508776302254	7.45889210098872
8.80563042308501	8.55344129501925	8.56264866271013	8.47122664790959	8.25275149096732	7.96834859307981	9.09648003936342	8.32326895821819	8.07658033582775	8.09431128772283	8.06585080885055	8.03440685326466
7.39417465506196	7.12611630885411	6.96110040482077	6.8804672042367	7.11968154492342	7.15819450120873	7.53542629285528	7.49777616938305	7.0364165339172	6.95640623021496	7.14996932225857	7.15090483716286
8.74191587964029	9.66853716663564	9.70886551049298	10.2846295484485	9.52241197576459	10.3200934113103	8.50833785167989	8.53360671595474	11.1988296213031	11.3272257513228	11.0562822228681	11.1216702703809
6.68761973545679	6.57849737189256	6.54675914828707	6.47194509118772	6.60046140018981	6.55541009958835	6.66876355390618	6.65063017338978	6.84233088216301	6.5805650003929	6.67860600216313	6.73550230444062
7.45271595052468	7.20889996708579	7.08398955219424	7.05760170242679	7.1449870844043	7.13229802071614	7.50476723608995	7.38486952893297	7.07631937087943	7.04905150863009	7.12943689051682	7.09295853189145
7.02961880146758	7.48708600115006	7.50699063546726	7.9690232051531	7.27365421935515	7.24056180967181	6.72237461391594	6.85041130999403	7.72054622444784	8.213051798497	7.74266851212364	7.75947908624071
6.86725446774921	7.63625743002299	7.03190375222373	7.67192622626288	6.54403973384411	7.94892019519563	6.62978485282168	9.25041436453466	6.6724942306104	6.93061108285934	6.8468934852636	7.07845424508471
8.20986179540804	8.24338749548481	7.80437501334405	8.02661665186242	7.92566527455175	8.08513159899531	8.41269817803574	8.34655263519027	7.89891795350741	7.90336532725877	7.90271850010689	7.99810866090529
6.91565284548799	6.7090300431801	6.57281924629052	6.58747675278744	6.77325991874471	6.79508714132836	6.93227702627682	7.06396118882608	6.68767048803399	6.82057447221393	6.88380764700394	6.88159979854667
7.15061146383008	7.17269402413435	7.43940005299627	7.41312270364781	7.27093067746137	7.29742076213808	7.11593683315942	7.17263760420331	7.3716177456652	7.42166852408246	7.43309052619358	7.33323242603812
8.9881113466555	8.55241715014166	7.914999446797	7.93629586361999	8.0898033099508	8.13176755666769	9.53329078057779	9.14713203479435	7.8803445447904	7.76336104324215	7.83615474039766	7.99799837701586
