"gene_set","p.geomean","stat.mean","p.val","q.val","set.size","DCIS_1","DCIS_2","DCIS_3","DCIS_4","DCIS_5","DCIS_6"
"hsa04971 Gastric acid secretion",0.164384079133848,-0.885001844910215,0.0155539173057039,0.130980356258559,64,0.0751941030039836,0.151934180159621,0.174276249649924,0.250926099936226,0.0629232899583681,0.627659035548097
"hsa04520 Adherens junction",0.183097032860689,-0.82872642754898,0.0216182698864267,0.165569423971522,70,0.635680127996878,0.113720467725554,0.144309017389378,0.111748528596311,0.136573948748927,0.236650495019079
"hsa04514 Cell adhesion molecules (CAMs)",0.0816941256168805,-0.828579625093032,0.0217309868962622,0.165569423971522,114,0.137174274251429,0.000979669717121533,0.994364802661405,0.204542076138943,0.181215815386099,0.0600161479701186
"hsa04710 Circadian rhythm - mammal",0.199427244328137,-0.772718062184096,0.0315899043195021,0.224755376462442,21,0.444646146171404,0.251556713540513,0.105880405289957,0.0470925698740701,0.269218856687362,0.418970093024739
"hsa04530 Tight junction",0.206478966826941,-0.756300748214134,0.0323085853664761,0.224755376462442,116,0.216900359638168,0.0939103862182485,0.496677482734718,0.273806007030152,0.0855687609160365,0.326925145268299
"hsa04960 Aldosterone-regulated sodium reabsorption",0.179545759204075,-0.70543797434834,0.0438800907178809,0.284552170700329,39,0.11263073445731,0.261757433431963,0.551015026208836,0.0483999455277323,0.0538792215985838,0.790797600119636
"hsa00071 Fatty acid metabolism",0.194353763055958,-0.703485649437042,0.0444612766719264,0.284552170700329,39,0.539861475872534,0.179030263934032,0.015488177604287,0.223817475879593,0.538820037405616,0.298545742292119
"hsa00310 Lysine degradation",0.222598003479226,-0.683661411809371,0.0484392559166676,0.298087728717954,38,0.0529434158379073,0.157952536759843,0.503579571466105,0.335356481407541,0.208151805170622,0.413841496160581
"hsa00640 Propanoate metabolism",0.160352758833804,-0.674505088604945,0.0532796362399137,0.315731177718007,27,0.875151948996348,0.0889311538181574,0.0115839599792153,0.166469717897524,0.669987913485319,0.169068214486276
"hsa04912 GnRH signaling pathway",0.243595058495474,-0.625205432453981,0.0634024650194472,0.362299800111127,91,0.29029968017956,0.0695452504011986,0.20780066876825,0.247386623859265,0.361543063386067,0.55681845854534
"hsa04666 Fc gamma R-mediated phagocytosis",0.207348529476078,-0.598748019473533,0.0721001114434242,0.397793718308547,81,0.0910738289944195,0.0606786810243071,0.88251306749532,0.31193197968244,0.13525070052868,0.386238410161124
"hsa04672 Intestinal immune network for IgA production",0.126235325823989,-0.553000074302203,0.0913317082621286,0.487102444064686,40,0.00818980859577379,0.0419610585332445,0.986165080266218,0.096933404500433,0.845382207513939,0.145709898239544
"hsa00260 Glycine, serine and threonine metabolism",0.278487388883732,-0.53897631185811,0.0953269669631086,0.488915849283076,28,0.557337642908096,0.25033037960414,0.183456928666932,0.290372097789553,0.437946040480838,0.143315003947003
"hsa04070 Phosphatidylinositol signaling system",0.264278863448082,-0.530140847773632,0.0977831698566152,0.488915849283076,72,0.194342947743428,0.195210052810033,0.13743464637616,0.321647099383276,0.264106714714645,0.769215994968466
"hsa04610 Complement and coagulation cascades",0.187626029809264,-0.520965261429082,0.102347261228414,0.496229145349887,65,0.767658071133846,0.0571318118210781,0.936461994545351,0.0891797804056396,0.0747327100586369,0.15938425962095
"hsa00980 Metabolism of xenobiotics by cytochrome P450",0.281642816845388,-0.469980556501651,0.126123018043094,0.570851759637147,45,0.201288024117658,0.200760829362738,0.518270050377692,0.160880693057418,0.198398399488965,0.746615414662771
"hsa00340 Histidine metabolism",0.284935145967575,-0.47160916535316,0.127841745040422,0.570851759637147,23,0.535275836847011,0.334170751199134,0.359708613113358,0.0498114769275922,0.344257986805042,0.485026843243481
"hsa00650 Butanoate metabolism",0.249685156342651,-0.471545890400284,0.128441645918358,0.570851759637147,26,0.764934530488196,0.212994425884873,0.0432692887813097,0.628124066429197,0.42956139987616,0.127383566348156
"hsa04970 Salivary secretion",0.265487035983107,-0.440928554738065,0.141298305822752,0.611019700855145,76,0.0649511898517683,0.100362078460964,0.731969741173611,0.572532326024057,0.24850985812433,0.51578225053441
"hsa00280 Valine, leucine and isoleucine degradation",0.205086604979462,-0.408992001305463,0.16344101860431,0.658398476324186,40,0.944093880412826,0.248231723297215,0.00555979635887734,0.323591691332479,0.575508369294697,0.306650318061855
"hsa00562 Inositol phosphate metabolism",0.289538447335329,-0.399617227949713,0.164772881528432,0.658398476324186,50,0.413199541784794,0.26051304603855,0.13908613387345,0.291097531175631,0.155628017431905,0.868636343690121
"hsa00830 Retinol metabolism",0.296347671008548,-0.393386394270424,0.169672682297432,0.658398476324186,41,0.265928665929805,0.0600100151977384,0.245605277579381,0.710926500637577,0.457804798462937,0.53097916564118
"hsa00565 Ether lipid metabolism",0.34472844903483,-0.387899067344301,0.172495518165721,0.658398476324186,28,0.37067122626165,0.355161295129852,0.493949726540548,0.244143105069886,0.300505757951148,0.351777643985681
"hsa00591 Linoleic acid metabolism",0.295443278073011,-0.392523633903476,0.172829600035099,0.658398476324186,25,0.0449537638265628,0.299145984901551,0.476746094673318,0.580574158841137,0.636024668918671,0.280916103633714
"hsa04150 mTOR signaling pathway",0.326246590912701,-0.367768338333837,0.185003002554866,0.688383265320432,47,0.184440203373614,0.200006430472552,0.257170011776192,0.716705227718563,0.359650833569337,0.493099286117054
"hsa00532 Glycosaminoglycan biosynthesis - chondroitin sulfate",0.355859237098929,-0.348620410083053,0.199249869694132,0.724544980705933,17,0.468069879787908,0.355096479480372,0.487036896377727,0.316854885595544,0.393679203773479,0.201116477340138
"hsa04330 Notch signaling pathway",0.346871054463662,-0.33761883833898,0.205525775522398,0.730758312968527,39,0.613725329952742,0.480197377907069,0.17168013346101,0.23415458049008,0.335416387127288,0.438336417868321
"hsa00561 Glycerolipid metabolism",0.315883407615083,-0.327697120886572,0.212844043115185,0.740327106487601,38,0.178745862348995,0.208412827514304,0.810530629193251,0.603606656384168,0.140138889750748,0.388971981300596
"hsa04975 Fat digestion and absorption",0.341454749921847,-0.312017226564526,0.223818623008238,0.760823169202618,38,0.15339433713861,0.424572361698267,0.457792820941832,0.759389737941338,0.221863936623682,0.315513167013193
"hsa00380 Tryptophan metabolism",0.353121330829724,-0.306558341033338,0.228246950760785,0.760823169202618,33,0.560713276708329,0.254175635746068,0.538862261713109,0.544819258887444,0.32144973060245,0.144153659050849
"hsa04010 MAPK signaling pathway",0.257037234431935,-0.287094084594911,0.241246398007403,0.787743340432335,244,0.186348541746351,0.523270232802561,0.582035827971709,0.0342801268718895,0.15449317965501,0.959450910537262
"hsa04062 Chemokine signaling pathway",0.230143213231022,-0.277080171905138,0.249735587833753,0.799153881068008,164,0.226912133547653,0.0159096835714196,0.857562332694475,0.0898453474661839,0.898877375121713,0.594303152522167
"hsa04742 Taste transduction",0.33541993229431,-0.261430365942299,0.263167890011988,0.825624752978785,32,0.113186950733159,0.147214094137572,0.815986219028253,0.472753498804496,0.541345403557984,0.409256344790514
"hsa00360 Phenylalanine metabolism",0.283677294780617,-0.257502381305526,0.273254664884637,0.84078358426042,16,0.304760764883299,0.84182878700982,0.723576639862079,0.113973510569867,0.0369343883257868,0.666876262232156
"hsa04730 Long-term depression",0.366164208390019,-0.226069898315921,0.290874820767423,0.861238288677514,65,0.603187718811972,0.10801435533707,0.368302375537817,0.266945685814129,0.65094214725641,0.578031569121923
"hsa04370 VEGF signaling pathway",0.369421249404656,-0.224954918281911,0.291629909569323,0.861238288677514,69,0.11797190930716,0.357167897050392,0.721793839993599,0.314445319488559,0.451200594704826,0.589050111221189
"hsa04012 ErbB signaling pathway",0.38399376400306,-0.219116486096424,0.296050661732895,0.861238288677514,82,0.292755746423872,0.285726209554614,0.316599097706374,0.487278446558409,0.317113409099046,0.78340806769266
"hsa04720 Long-term potentiation",0.397950895839887,-0.168354026286236,0.340483995924132,0.972811416926092,64,0.683713837246664,0.335763403718228,0.248466921699176,0.237334966749223,0.709273090051889,0.413642735636131
"hsa04974 Protein digestion and absorption",0.336917921708418,-0.152927438477987,0.355362930732907,0.997509981004652,69,0.867887616237938,0.239343641131075,0.0775131263178747,0.695562387616943,0.67796892553063,0.192636314819095
"hsa04744 Phototransduction",0.434510345835165,-0.133099019340409,0.37348863078592,0.997529142102169,25,0.266083152744643,0.342884869351907,0.553487376592782,0.583523002169585,0.509132158899645,0.448578857192503
"hsa04976 Bile secretion",0.409475113569183,-0.122534645337819,0.382389629601781,0.997529142102169,64,0.332390600522416,0.409444148353836,0.417590462609649,0.599177000902084,0.174092021801459,0.795128086435513
"hsa00534 Glycosaminoglycan biosynthesis - heparan sulfate",0.432738099636863,-0.120221123191002,0.385461182665218,0.997529142102169,20,0.558922909531468,0.265041239536184,0.525484773543741,0.459844782833278,0.64589509514596,0.284022044685982
"hsa00053 Ascorbate and aldarate metabolism",0.417931299198875,-0.118944331119945,0.388703810306426,0.997529142102169,10,0.74219729649215,0.211497145554706,0.300128699286389,0.568067391554884,0.335786509080439,0.592972938169791
"hsa04320 Dorso-ventral axis formation",0.425967412604535,-0.110821637254134,0.393971020132751,0.997529142102169,18,0.47035202146839,0.300648189159219,0.604668883505531,0.411709891766449,0.230304719920092,0.736825908196469
"hsa00514 Other types of O-glycan biosynthesis",0.409229280845824,-0.105604627381971,0.398760456434419,0.997529142102169,25,0.283816008321017,0.282378667701464,0.373838765270479,0.779627506286834,0.265772581983032,0.756571134663395
"hsa04614 Renin-angiotensin system",0.423492917765357,-0.100833339754187,0.404960570060506,0.997529142102169,16,0.591954865729211,0.152931502491528,0.553179328607461,0.313128416524919,0.657719278801847,0.559322595769462
"hsa03018 RNA degradation",0.369239801115692,-0.098106262607135,0.405246213979006,0.997529142102169,50,0.415414432716198,0.918761441038806,0.123735663995377,0.189262242380149,0.686856179185085,0.412802220448792
"hsa00670 One carbon pool by folate",0.460733427675281,-0.0517213234871243,0.450678537219408,1,14,0.400031750929431,0.616485484383293,0.537832597618839,0.545221669543228,0.231867137275463,0.570455260505764
"hsa00592 alpha-Linolenic acid metabolism",0.463478605849864,-0.0365637039258637,0.464673702642514,1,15,0.353107478636004,0.577165644669715,0.324800145647756,0.726751482430401,0.563423299281009,0.365707460039929
"hsa00140 Steroid hormone biosynthesis",0.407205418542435,-0.0337589341656491,0.467356638135579,1,40,0.108393085886145,0.315337564392614,0.392295346549934,0.876532792684732,0.595592295346528,0.651288792422736
"hsa00910 Nitrogen metabolism",0.430938309764304,-0.0293161210936895,0.472581647975377,1,22,0.675500112550406,0.745787218525253,0.631947852394449,0.22600629461546,0.16379243234356,0.543443817230591
"hsa00270 Cysteine and methionine metabolism",0.432697396399682,-0.0255033476671973,0.474073925551454,1,30,0.507971811379917,0.902622020261673,0.443680743749386,0.431277510736024,0.37630721968794,0.19878802173094
"hsa03020 RNA polymerase",0.439356729824769,-0.000929669729572221,0.49742044088092,1,22,0.339958304512071,0.901317112434847,0.289040715498086,0.293352355475142,0.65837835352617,0.420509953755046
"hsa00120 Primary bile acid biosynthesis",0.459424739676243,0.0108364408383101,0.512002177507398,1,14,0.593335669011582,0.152177310942757,0.665771603033755,0.733647397119659,0.493524961702818,0.432030226491901
"hsa00620 Pyruvate metabolism",0.450867204093612,0.0170519615022464,0.515222147925185,1,33,0.912811598087934,0.374265607519343,0.434767649170346,0.569748756554467,0.355410729902316,0.279292751374888
"hsa00052 Galactose metabolism",0.479666172834634,0.0177875553169447,0.517254252283403,1,25,0.265752596885114,0.350042880862933,0.630901992442264,0.604887234635125,0.480296357347382,0.714315665865028
"hsa00564 Glycerophospholipid metabolism",0.478141869434253,0.0254418359792646,0.524647238758219,1,63,0.295660725045225,0.759621500800465,0.534039356223413,0.402886600953838,0.354654868522951,0.69724876096328
"hsa00601 Glycosphingolipid biosynthesis - lacto and neolacto series",0.47747858459689,0.0258474013807714,0.526039028396675,1,24,0.204386864564145,0.447873424667458,0.579352781614363,0.710416780295386,0.470152635833826,0.668990466856
"hsa04722 Neurotrophin signaling pathway",0.503641200626169,0.0509005255316385,0.549536992473735,1,118,0.342463395435347,0.483218351620983,0.689778626303173,0.389071151654676,0.597853288095257,0.614662247971172
"hsa04964 Proximal tubule bicarbonate reclamation",0.406636905079062,0.0890247523124691,0.585373235138872,1,22,0.776712345273572,0.653793560855987,0.304029241770295,0.494929680244416,0.0641826519646889,0.92185663953385
"hsa04972 Pancreatic secretion",0.459188803847496,0.101871299515981,0.597775808758648,1,86,0.375400610627576,0.160923599714679,0.553810668796764,0.628534049979511,0.477139078460866,0.934324879044929
"hsa04973 Carbohydrate digestion and absorption",0.406320765574743,0.127948058748373,0.620546918288613,1,36,0.0651269122325635,0.413865951313018,0.791414496842315,0.484460842496654,0.450431112124645,0.966724800593675
"hsa03015 mRNA surveillance pathway",0.478561768544736,0.14112863092551,0.635171709027998,1,65,0.772362264803074,0.68557129484263,0.127041132991716,0.410634434716072,0.816034704666712,0.532900317109242
"hsa00350 Tyrosine metabolism",0.516894148518316,0.157229474943795,0.649038823334379,1,37,0.436081558094003,0.806432162039134,0.682603204176954,0.454678238691349,0.245024712754566,0.713167845143223
"hsa00330 Arginine and proline metabolism",0.539415554613,0.16249087375804,0.653864069886425,1,45,0.581751134209144,0.795006450993323,0.433234934433186,0.683156629731628,0.375390789063544,0.479408283424624
"hsa04350 TGF-beta signaling pathway",0.482481745890857,0.173045818266054,0.662892169780539,1,78,0.950030143300512,0.35479301000941,0.219602452343797,0.671663903007237,0.630345361549986,0.402536370102511
"hsa04920 Adipocytokine signaling pathway",0.513482990476071,0.173235793623312,0.66365388695746,1,63,0.376913811591489,0.812115068064908,0.306861236098523,0.350229753762377,0.796371121633123,0.699658602849994
"hsa04664 Fc epsilon RI signaling pathway",0.451697756080501,0.177330881942585,0.666455013186619,1,75,0.33981678200656,0.18986889956115,0.96327422117547,0.260014644006352,0.707675047005342,0.742689551119909
"hsa04140 Regulation of autophagy",0.540384226885413,0.184788928246069,0.672682254988743,1,26,0.834938848240301,0.625968288554428,0.348651270799491,0.562728803859864,0.6212363508877,0.39089644901764
"hsa04977 Vitamin digestion and absorption",0.514120398955932,0.198999784567032,0.682981735545905,1,18,0.593576875170554,0.338917385354047,0.367355347836646,0.354644990661709,0.785198923422304,0.897342635627591
"hsa04660 T cell receptor signaling pathway",0.455339522754254,0.210288679814697,0.695193800098744,1,104,0.17896570150639,0.394771165460731,0.969855276489115,0.361286078988267,0.871323583226628,0.413198967651973
"hsa04910 Insulin signaling pathway",0.55534748668629,0.243556744704584,0.724123570033948,1,131,0.564356481307906,0.567526471320073,0.355235157382237,0.491918445658273,0.578136723117092,0.90658727460152
"hsa03320 PPAR signaling pathway",0.552415418168571,0.244859867708744,0.724933682652466,1,61,0.552020896927347,0.286501441096132,0.45663824816236,0.817710943959136,0.799945318544266,0.601561484921654
"hsa00900 Terpenoid backbone biosynthesis",0.506631196175763,0.258828356043888,0.729115866772964,1,14,0.862764713452006,0.333455570084615,0.298763397076741,0.933181377022332,0.358497436923389,0.588087179430313
"hsa04115 p53 signaling pathway",0.568959881127469,0.286779563089174,0.757952059828778,1,61,0.482822089430743,0.776016188207312,0.657076885261359,0.839540720512861,0.554616206015177,0.295924854008255
"hsa04144 Endocytosis",0.490750923982553,0.291606041647293,0.761355894359245,1,179,0.680504774497715,0.261932061488792,0.69746767106733,0.375941712724434,0.302839618404781,0.986937452938199
"hsa04962 Vasopressin-regulated water reabsorption",0.565567029700116,0.294148809426068,0.76302454662626,1,40,0.871419816965052,0.583410769215404,0.278326285776205,0.683323982386464,0.729615671457073,0.463903435593741
"hsa00533 Glycosaminoglycan biosynthesis - keratan sulfate",0.60336364101056,0.32188071732607,0.780122069333834,1,12,0.72235006170144,0.516057582836266,0.596153017311307,0.832981701306465,0.504317462033825,0.516810969969133
"hsa04650 Natural killer cell mediated cytotoxicity",0.374762091374915,0.322670111025133,0.78027256414653,1,113,0.112079416638147,0.117797370783153,0.999652415244488,0.502908170726969,0.80024132602208,0.521571410144204
"hsa04130 SNARE interactions in vesicular transport",0.56240795673376,0.322415285101813,0.782265699381716,1,31,0.82747720959337,0.539591743544316,0.601076123283004,0.435563509845048,0.902771687107864,0.29986688276615
"hsa04914 Progesterone-mediated oocyte maturation",0.587432733450931,0.323346094174088,0.785065871566875,1,74,0.669382447555615,0.359006494841266,0.480351196204961,0.750151826726243,0.86688694509294,0.547396128966085
"hsa00630 Glyoxylate and dicarboxylate metabolism",0.564767350770114,0.347394274605604,0.796045471320463,1,14,0.93389188292998,0.562760137696265,0.291632959390499,0.686964235473294,0.735473058371039,0.419044422257286
"hsa00250 Alanine, aspartate and glutamate metabolism",0.587644676686072,0.365320494312381,0.812099889872712,1,27,0.854420559683143,0.844788179599394,0.276417871374297,0.597148251929875,0.609806921570332,0.56679849240136
"hsa00603 Glycosphingolipid biosynthesis - globo series",0.614016337014459,0.36921005345607,0.812456029069659,1,13,0.482308841396855,0.851606528682927,0.756987532358289,0.670350240812414,0.495203299436767,0.519207942518009
"hsa04260 Cardiac muscle contraction",0.592904348748933,0.365934728304681,0.813941366300259,1,60,0.429255964320396,0.753858115716869,0.590888538828584,0.794344087834585,0.3350280475718,0.853702319719056
"hsa03040 Spliceosome",0.401056101482054,0.405312469044536,0.838575906417185,1,105,0.920911721539394,0.950027254969495,0.184852689422682,0.0406876643627409,0.940424999033748,0.672456200754691
"hsa00010 Glycolysis / Gluconeogenesis",0.64212005047533,0.458979107376643,0.868474238225683,1,56,0.431335348683521,0.612671412246562,0.879258412128582,0.578228734191317,0.638183611407738,0.817509618507485
"hsa03022 Basal transcription factors",0.606023549991223,0.463397324233297,0.870019643227412,1,30,0.763508060224676,0.733669715625063,0.1983392591964,0.775944560821604,0.856326924240272,0.671032892404112
"hsa00970 Aminoacyl-tRNA biosynthesis",0.58748388654674,0.470991045731444,0.871123271255594,1,30,0.353221343413552,0.97068612234843,0.576248151291833,0.39638515817762,0.619896846584038,0.846844439464231
"hsa03420 Nucleotide excision repair",0.577484109298488,0.475841378596081,0.875471624943305,1,40,0.866025774694598,0.581791640204143,0.274071832629769,0.348821811942191,0.945739796752475,0.814145886420753
"hsa00040 Pentose and glucuronate interconversions",0.653436465530328,0.479559989641737,0.875740491437796,1,15,0.828718092066498,0.452106656649106,0.757313750762293,0.622098843737553,0.544573692665636,0.809805246040858
"hsa03410 Base excision repair",0.661371796277598,0.480141991737113,0.878329462193221,1,28,0.417184276110245,0.720996772809157,0.628134259860175,0.736629555373411,0.751954444124968,0.79968623582738
"hsa00230 Purine metabolism",0.631688485572755,0.48226810011428,0.880866110882655,1,133,0.277165283359816,0.802138000210644,0.705620894338371,0.776827509747592,0.612148965376854,0.851680478098958
"hsa02010 ABC transporters",0.656340200791326,0.494168616364901,0.885460367209881,1,36,0.818310185023269,0.823816975360851,0.589652138933318,0.815134900827666,0.495144201213053,0.498274057532227
"hsa00480 Glutathione metabolism",0.654552037584824,0.499948575459006,0.887858216001524,1,35,0.478360946713685,0.775328484472021,0.624590748641376,0.52962530573372,0.70348170171359,0.911184950292802
"hsa00450 Selenocompound metabolism",0.636935788225458,0.516628730067194,0.891020323042319,1,13,0.76974554837233,0.846969499621387,0.47119651681591,0.917599404577556,0.522955028794908,0.452938685552046
"hsa00290 Valine, leucine and isoleucine biosynthesis",0.653607295279487,0.522750951240869,0.892777576927845,1,10,0.865637595432199,0.705617104651853,0.370048626891128,0.69425605841957,0.593911062451974,0.836558364288767
"hsa04662 B cell receptor signaling pathway",0.554991568876219,0.5438207228743,0.906961586202553,1,70,0.316535373334869,0.743737768053869,0.976266204937814,0.187841148139345,0.751417511733614,0.900815655861395
"hsa04380 Osteoclast differentiation",0.475839392676744,0.543007274293875,0.907006226338773,1,118,0.274556260740743,0.576797298823818,0.98712325171321,0.0883964882740678,0.911926891309503,0.921173359041924
"hsa00760 Nicotinate and nicotinamide metabolism",0.639872353041828,0.553410408017645,0.907883895924978,1,17,0.502112113800215,0.827237640043067,0.929164711645823,0.647704320559842,0.340222677798214,0.807042358776458
"hsa00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis",0.523374698705021,0.574460872611859,0.914240703087752,1,19,0.94309661543367,0.628958926929041,0.0893061247070573,0.491877311239533,0.972771867604455,0.810865521754868
"hsa03440 Homologous recombination",0.69806367457977,0.60039297872291,0.927187638995305,1,26,0.680409976104178,0.635946589002246,0.654194999937182,0.82489661802736,0.90198768562549,0.549378383948254
"hsa04210 Apoptosis",0.634881323947396,0.599793589124987,0.928220276053286,1,81,0.752016972881942,0.281292304304081,0.846129019726381,0.470632634408608,0.946886745421547,0.821018893220579
"hsa00600 Sphingolipid metabolism",0.676976036488486,0.609080100030176,0.930070401333082,1,28,0.892512177261707,0.693323312497556,0.556343223510534,0.90229859556431,0.420094285057249,0.737649350287847
"hsa03450 Non-homologous end-joining",0.709344062887503,0.627743287491094,0.932884479055659,1,12,0.727407254546134,0.74149407596302,0.739360029981691,0.495639151585016,0.875785016127818,0.73593122600604
"hsa00770 Pantothenate and CoA biosynthesis",0.648956196419891,0.632700426319239,0.934581344012043,1,14,0.449408819332085,0.866746206711425,0.88647464855579,0.306793199075418,0.805370542879086,0.875489560308855
"hsa04623 Cytosolic DNA-sensing pathway",0.647264285327852,0.631793466047956,0.936925443898127,1,42,0.636127680638835,0.549641210792229,0.91452731761046,0.420915524199905,0.974487417238332,0.56065851391699
"hsa04621 NOD-like receptor signaling pathway",0.654443844453074,0.683188526432652,0.95080966726202,1,50,0.674121430452784,0.550255110675541,0.870696071804868,0.439072095405391,0.990489111935585,0.559345278575027
"hsa00051 Fructose and mannose metabolism",0.703188480998337,0.708798360566859,0.957142851898674,1,31,0.4902551849972,0.892239128705867,0.904749989985447,0.494386745740731,0.703825474097679,0.877943644464152
"hsa03030 DNA replication",0.62316382513789,0.713327091112677,0.957606071436937,1,33,0.648796791731844,0.173625102279849,0.699722967969259,0.975646334830902,0.887579286384811,0.85795891848986
"hsa00030 Pentose phosphate pathway",0.685801464511333,0.71732424801049,0.958131506853851,1,24,0.333440614609197,0.819818840064289,0.820828940234789,0.929169182579035,0.563372973677335,0.885748836485965
"hsa03430 Mismatch repair",0.654840320323694,0.723816387256624,0.958500798678164,1,21,0.927852358236799,0.330089067090335,0.417772094981624,0.754512476903394,0.953484275152659,0.856609859148333
"hsa03013 RNA transport",0.574043039911567,0.747081114291049,0.965307002879579,1,115,0.89301230654866,0.991312674869557,0.274916996267133,0.264855517785901,0.969239893224731,0.572738970349215
"hsa03008 Ribosome biogenesis in eukaryotes",0.67375015931726,0.757441569085495,0.966565026376684,1,55,0.484800412809787,0.991601739959405,0.627904232476852,0.561042256675076,0.919301052533393,0.600822632227174
"hsa00512 Mucin type O-Glycan biosynthesis",0.606075223163895,0.776204835680747,0.968244658269333,1,19,0.78539083455537,0.887852317788605,0.674079074368939,0.968156747769486,0.118131344698151,0.921957600906926
"hsa00604 Glycosphingolipid biosynthesis - ganglio series",0.743690316719313,0.812920310753456,0.973496273373705,1,13,0.638548204580776,0.643514220278831,0.939043896680181,0.93207843825514,0.650673509891865,0.722935317857412
"hsa00983 Drug metabolism - other enzymes",0.780035990472951,0.810334005500936,0.975486204681655,1,32,0.723924504224845,0.768892952093843,0.849049059854116,0.776455497557717,0.695696646201245,0.882387659850333
"hsa00531 Glycosaminoglycan degradation",0.770779043643324,0.870112498298079,0.981459624977291,1,19,0.705415548517724,0.82584853792312,0.969883996170151,0.718616206210484,0.75779559851779,0.681498773859126
"hsa04622 RIG-I-like receptor signaling pathway",0.772038580776173,0.878573696200787,0.983815641761412,1,60,0.895077134539467,0.675077636221499,0.690349074031326,0.830635388704448,0.957906546503819,0.637995360152563
"hsa00100 Steroid biosynthesis",0.766324620771457,0.906208150441992,0.985006303649796,1,17,0.968055787273201,0.564756456047838,0.637585888926586,0.866356760585798,0.849429259520827,0.789500486161639
