"gene_set","p.geomean","stat.mean","p.val","q.val","set.size","DCIS_1","DCIS_2","DCIS_3","DCIS_4","DCIS_5","DCIS_6"
"hsa00770 Pantothenate and CoA biosynthesis",0.135343993481325,0.875897852656857,0.0159563336642531,0.067184562796855,14,0.569383378996398,0.0913768836053563,0.0204213886131113,0.732083565023638,0.133175801751541,0.0593364480263437
"hsa00040 Pentose and glucuronate interconversions",0.148919786377287,0.862728248465686,0.0172899447330772,0.0709331065972398,15,0.0435205652592879,0.60386413242354,0.137176511539259,0.313123039567739,0.450944332464571,0.0214270781532432
"hsa00760 Nicotinate and nicotinamide metabolism",0.159220719825174,0.817196378675178,0.0226577419788688,0.0906309679154752,17,0.497081603396751,0.064915834939989,0.0319429577704372,0.227498498088869,0.690362770889722,0.100644057174462
"hsa04210 Apoptosis",0.149932606373081,0.790867887377093,0.0263590585216803,0.102864618621192,81,0.173237910415268,0.770802172529742,0.107905136710067,0.542117040445994,0.0113286149517822,0.128374475871599
"hsa04662 B cell receptor signaling pathway",0.113478119213148,0.779550377244918,0.0280987687840602,0.107042928701182,70,0.733625999041965,0.192600471777799,0.0041997588993591,0.874118203890306,0.159175545172953,0.0258624607658298
"hsa03440 Homologous recombination",0.195763864721474,0.766074357316438,0.0302939254549161,0.11272158308806,26,0.250139831299203,0.343563418335218,0.329633288675695,0.137188431659898,0.0326781298866807,0.443199910426106
"hsa00480 Glutathione metabolism",0.183417833694148,0.761634987278235,0.0310474784924731,0.112899921790811,35,0.535716019403268,0.111967402930954,0.287577907308977,0.446451653651105,0.239718357342834,0.0206249009995831
"hsa00450 Selenocompound metabolism",0.163483921059183,0.749433851373745,0.0331987600196189,0.118040035625312,13,0.176566357357843,0.0906689035372681,0.532933455904812,0.00852213311947753,0.471389061444407,0.557035857359886
"hsa00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis",0.118355031438089,0.737896722407589,0.03534447882191,0.121310172302261,19,0.0247640385653854,0.337254276668178,0.951427359945628,0.509717865657528,0.00611059599430184,0.111058639865955
"hsa04380 Osteoclast differentiation",0.0856174234414357,0.736379887219784,0.0356348631137891,0.121310172302261,118,0.78290680762098,0.386638731815835,0.00104306286809551,0.961036763436264,0.0347574244032035,0.0373473183801104
"hsa00290 Valine, leucine and isoleucine biosynthesis",0.197643434757857,0.720423788117818,0.0388095645463371,0.129365215154457,10,0.0370761562209692,0.270790529170596,0.652988621698753,0.184561106016785,0.391502619928449,0.125830438845251
"hsa00010 Glycolysis / Gluconeogenesis",0.195519910900661,0.713357766041774,0.0402872363196477,0.131550159411094,56,0.595782297548595,0.32431508251714,0.044391518437132,0.393662185259452,0.320763742430119,0.0515801061179818
"hsa03450 Non-homologous end-joining",0.226033359049625,0.708146453318048,0.0414060636303791,0.132499403617213,12,0.226003549920983,0.226529423764749,0.234620113575195,0.505026358658326,0.0908079081840127,0.242098665435964
"hsa02010 ABC transporters",0.212556912645908,0.690622803349423,0.0453541244886184,0.142287449376058,36,0.104952304170134,0.0852125152968942,0.387038582433903,0.104579157887777,0.507369062621357,0.502149060838432
"hsa00230 Purine metabolism",0.210530758431526,0.662066759454498,0.0524310428370216,0.161326285652374,133,0.781450589379202,0.110813272632267,0.237809953306128,0.141518752112823,0.362789689971462,0.082357104894601
"hsa00250 Alanine, aspartate and glutamate metabolism",0.195758893329435,0.62600009765782,0.0625910260730977,0.188954040975389,27,0.0328918651089106,0.0441701611954049,0.79087570409087,0.372430032341064,0.326959323706506,0.402221116444094
"hsa03420 Nucleotide excision repair",0.195516536995901,0.590370844780304,0.0740735502422164,0.219477185902863,40,0.0781061288135394,0.405141428076774,0.750628621630538,0.696831338502746,0.0268162174228113,0.125851645442659
"hsa03410 Base excision repair",0.262649421384747,0.58140892676142,0.0772007747431254,0.224584071980001,28,0.598166703083197,0.236185852865794,0.355195225876476,0.216032450222449,0.223106993614215,0.135732322418303
"hsa04260 Cardiac muscle contraction",0.21367835985905,0.57078366676607,0.0810372058460292,0.228805088630631,60,0.608293311282767,0.142902017189124,0.387859243659759,0.108147681542292,0.761234435227738,0.0342927302318573
"hsa03022 Basal transcription factors",0.238715043881977,0.569495824491784,0.0815118128246624,0.228805088630631,30,0.182089572613432,0.2287973469097,0.830817235437268,0.18199439462174,0.0974013144251465,0.30158820148406
"hsa00970 Aminoacyl-tRNA biosynthesis",0.202955818482214,0.547766295763163,0.089838871394749,0.247831369364825,30,0.696860962884617,0.00937127306300124,0.413457835711458,0.631647426752366,0.356029933293442,0.115099076364578
"hsa04650 Natural killer cell mediated cytotoxicity",0.0519749247175108,0.513278673704637,0.104327788460396,0.282922816163786,113,0.93064491040199,0.92662062456008,7.40731675574834e-07,0.496273460573556,0.131728017002117,0.472081653899838
"hsa03040 Spliceosome",0.131268753725738,0.500015143514411,0.110328690888077,0.294209842368206,105,0.0334827661680033,0.0211795313864203,0.863868447852723,0.98653060210999,0.0293583462324969,0.288363796079162
"hsa00630 Glyoxylate and dicarboxylate metabolism",0.230578616584641,0.476898358749192,0.121371592204312,0.315562178419986,14,0.012107715191408,0.427330863190811,0.73038116795138,0.290169293836263,0.226976113087515,0.603818679843576
"hsa00533 Glycosaminoglycan biosynthesis - keratan sulfate",0.278380515673645,0.47477203678979,0.122425050016238,0.315562178419986,12,0.239564760753742,0.475969617848854,0.372607836013803,0.0466875625524493,0.494198606848996,0.474762208573701
"hsa00603 Glycosphingolipid biosynthesis - globo series",0.286738085522532,0.46870067022187,0.125468289121221,0.315562178419986,13,0.520030536745432,0.0771309453978702,0.187207382017936,0.30814904323758,0.505720165974506,0.474964029988257
"hsa04115 p53 signaling pathway",0.257937700392674,0.467207267320061,0.126224871367995,0.315562178419986,61,0.525675186303819,0.100345971244382,0.271355683483678,0.0652497559057708,0.403516780053002,0.781433653380196
"hsa04914 Progesterone-mediated oocyte maturation",0.286050260737074,0.423787556553863,0.149620299347806,0.364995788830279,74,0.285239408809017,0.698631747413521,0.526238841779337,0.192141330962159,0.0618714894760408,0.439442419139312
"hsa04962 Vasopressin-regulated water reabsorption",0.269876258769634,0.42214151499256,0.15056076289249,0.364995788830279,40,0.0433311126340896,0.374193005937713,0.784036509283936,0.246906380749175,0.213255224363586,0.577197312322367
"hsa04144 Endocytosis",0.163577244475615,0.407506258314822,0.159095459649232,0.379929455878763,179,0.252978562598097,0.820713450816869,0.237773010262789,0.667491535214241,0.775579353309973,0.000749596411140397
"hsa00900 Terpenoid backbone biosynthesis",0.217349066938208,0.383995992764486,0.173456415981715,0.408132743486389,14,0.0661621156719494,0.727043774751316,0.737281115639986,0.0107909578576961,0.703846121848233,0.391386559586372
"hsa04130 SNARE interactions in vesicular transport",0.286326111323483,0.375728798844164,0.178696553446373,0.414368819585792,31,0.119303034237252,0.448450522110685,0.375461494712465,0.5785347073188,0.0623319648089895,0.760666109502478
"hsa04964 Proximal tubule bicarbonate reclamation",0.171596823439728,0.363233364196557,0.186803722025669,0.426979936058673,22,0.0601891157149911,0.228960657959542,0.745637405961711,0.508195642156889,0.977812345009374,0.00499991357441733
"hsa04910 Insulin signaling pathway",0.301954197906812,0.34368037205511,0.199938326587667,0.45056524301446,131,0.412684692209892,0.411100176723776,0.67655457317792,0.511850091004648,0.398295413436953,0.0323913823851652
"hsa03320 PPAR signaling pathway",0.285677468371266,0.336560712341771,0.204855585808355,0.455234635129678,61,0.422139075305815,0.851952072066415,0.594861567721598,0.0708100173950914,0.0987175445282946,0.363479780067801
"hsa00330 Arginine and proline metabolism",0.319747946123028,0.300746300165427,0.230660013590832,0.505235808119541,45,0.386469369412019,0.051120004943118,0.598649429723013,0.249586591512252,0.673828973738006,0.537275591488886
"hsa04660 T cell receptor signaling pathway",0.217621593728061,0.288971174971547,0.239524817917848,0.505235808119541,104,0.881343687070305,0.633652136585836,0.00884933834765,0.670274080841745,0.0518564763363246,0.61837153258564
"hsa04350 TGF-beta signaling pathway",0.233427082600304,0.288772247667062,0.239676159596564,0.505235808119541,78,0.00502904314555818,0.704373675358554,0.854739113017118,0.263148978540538,0.318108119229291,0.63827664660148
"hsa00350 Tyrosine metabolism",0.308366500582006,0.288363874452488,0.239987008856782,0.505235808119541,37,0.591546486593877,0.0761461553155375,0.201737229260069,0.589970052424607,0.8266284264763,0.194017069151382
"hsa04973 Carbohydrate digestion and absorption",0.173688445930629,0.277908825813104,0.248019650337766,0.515365507195359,36,0.967668289581278,0.619795377630996,0.177222753810078,0.521335604201375,0.573814210490906,0.000863460684665148
"hsa04977 Vitamin digestion and absorption",0.306211089166042,0.265327226753181,0.257873137734509,0.523460231811365,18,0.366626103480475,0.706336970347157,0.683425549458221,0.682045724758513,0.132624171107271,0.0514947293469184
"hsa04664 Fc epsilon RI signaling pathway",0.228119417642441,0.264587797042096,0.258458489456862,0.523460231811365,75,0.713949526631892,0.856451022549393,0.00573019177037115,0.794028651972726,0.239685144300651,0.211327996308612
"hsa04920 Adipocytokine signaling pathway",0.334134256251306,0.219345137772439,0.295535843511434,0.591071687022868,63,0.66349611184499,0.11881932886692,0.750124997769134,0.713866839693299,0.135710567857691,0.242904759729106
"hsa04140 Regulation of autophagy",0.380703148432123,0.21177589682708,0.30197002510556,0.596484000208513,26,0.129568998765063,0.369535477543223,0.659182461886055,0.43170091213093,0.357958518670283,0.624223703420661
"hsa03015 mRNA surveillance pathway",0.349956921423228,0.184731611246384,0.325455063549815,0.635034270341102,65,0.168925325330081,0.289571856073948,0.896998522721172,0.610640423913003,0.149027631518394,0.460036544312283
"hsa04972 Pancreatic secretion",0.272332146428213,0.168412053682063,0.339977843951475,0.655378976292001,86,0.688452655301586,0.929211240403026,0.404258013655969,0.316405202227874,0.542163418186793,0.0091954387574979
"hsa00052 Galactose metabolism",0.412555754712339,0.0760274523516729,0.426132801392891,0.811681526462649,25,0.802703022440406,0.715807792024849,0.266702648462674,0.349608161851662,0.5266463919642,0.174749753624266
"hsa00601 Glycosphingolipid biosynthesis - lacto and neolacto series",0.431583913374175,0.0689792701036192,0.432912473291266,0.814894067371795,24,0.812482312271687,0.559626728604624,0.405899232783955,0.21323278681144,0.533955008794074,0.307540453033856
"hsa04722 Neurotrophin signaling pathway",0.45141692943358,0.0554885269175254,0.445942824510931,0.829661068857546,118,0.700525182068493,0.521963305625929,0.270196218692721,0.661026820749471,0.365870751050408,0.35414188093572
"hsa00592 alpha-Linolenic acid metabolism",0.423880123594066,0.0428950970011468,0.45815969555263,0.836592273568468,15,0.69638962815617,0.403550867076811,0.698991906110134,0.106291143474971,0.430386179199981,0.645476138290014
"hsa00120 Primary bile acid biosynthesis",0.426414786598422,0.0408725623003078,0.460125750462657,0.836592273568468,14,0.35346825651501,0.888607302767289,0.26779547881017,0.240141539598469,0.508123053543565,0.585725066596374
"hsa03020 RNA polymerase",0.393749507408045,0.0109357081819069,0.489314848875206,0.866043882963701,22,0.708672212772429,0.0535458077917681,0.728644822355587,0.744392751560082,0.303294963922016,0.596988608240989
"hsa00270 Cysteine and methionine metabolism",0.353978373601541,0.00551609966390937,0.494609803706532,0.866043882963701,30,0.489534293070854,0.019634689748355,0.564406739201661,0.618495741466959,0.669960797157548,0.875134727478315
"hsa00620 Pyruvate metabolism",0.353148331034285,0.00370412246987696,0.496380362577032,0.866043882963701,33,0.0208568951718762,0.716134971616083,0.592842187643069,0.374144413318651,0.688871552324825,0.84992732410842
"hsa00564 Glycerophospholipid metabolism",0.445729056975887,0.00207200734677992,0.497975232704128,0.866043882963701,63,0.76972783503144,0.189167470788843,0.459092241417205,0.628294391859484,0.702482622274399,0.265792858833171
"hsa00514 Other types of O-glycan biosynthesis",0.391515408643482,-0.0107396232292653,0.510493603432415,0.878268565045015,25,0.772562663646156,0.7439396128386,0.642284966615002,0.123503479184609,0.763135019313201,0.103517415734381
"hsa00140 Steroid hormone biosynthesis",0.383281889897786,-0.0193702751882373,0.518921630421426,0.883270860291789,40,0.94240084250522,0.723457543543051,0.623646598476882,0.0725753755554971,0.393194071656876,0.261292094180169
"hsa00910 Nitrogen metabolism",0.393896358473822,-0.0259833311547672,0.525373909807836,0.88484026915004,22,0.240697194766647,0.149566970275509,0.302618314756074,0.835087740925441,0.945959962160592,0.433995271566271
"hsa00670 One carbon pool by folate",0.498290117125868,-0.068507763811263,0.566633254507112,0.944388757511854,14,0.628804895337971,0.362437409404726,0.452599982193909,0.438603152328134,0.825221958643728,0.410003584152061
"hsa03018 RNA degradation",0.372431646832607,-0.101269884789688,0.597955831681206,0.986318897618484,50,0.612754262977772,0.0332156206446647,0.91748690086394,0.857862878278207,0.265845337134464,0.6266195729504
"hsa04614 Renin-angiotensin system",0.424749832414673,-0.124568195164469,0.619865863365637,1,16,0.275817973042307,0.980097300644202,0.384933434395529,0.777910636289868,0.194651817022594,0.372677982108708
"hsa04744 Phototransduction",0.534632836134048,-0.137513473408252,0.631880427958338,1,25,0.765732965046995,0.664872981011633,0.441348208619562,0.374705982805177,0.489671975751116,0.566422503024594
"hsa00534 Glycosaminoglycan biosynthesis - heparan sulfate",0.518118659939518,-0.139461739377827,0.633677832388298,1,20,0.428927876344463,0.784216204943932,0.452319874267577,0.542391618449875,0.301679339247238,0.777053835875416
"hsa04976 Bile secretion",0.459716866608388,-0.146455176386599,0.640105368322073,1,64,0.749710893290615,0.635675446478882,0.601540604049824,0.359395437066332,0.889874024730965,0.102954973965231
"hsa04320 Dorso-ventral axis formation",0.508722041442867,-0.16197922486842,0.654230153276116,1,18,0.544775990586585,0.752790487477033,0.381477422099552,0.612061464576859,0.835627075478904,0.216628138249663
"hsa00053 Ascorbate and aldarate metabolism",0.404961870928237,-0.17433352600886,0.665320600102116,1,10,0.10175600755421,0.978859438637316,0.81215955832421,0.393454165105087,0.697761852579695,0.198591970216487
"hsa04720 Long-term potentiation",0.481023764904251,-0.182862680319147,0.672894626855418,1,64,0.214582871025985,0.744489431017238,0.802352720644885,0.833672396661986,0.187927737526833,0.616870459835763
"hsa04370 VEGF signaling pathway",0.539919128002724,-0.287372791260605,0.759257676034306,1,69,0.926754061640313,0.672585055569332,0.245829416176283,0.73578077287675,0.566292185716028,0.388005353276199
"hsa04730 Long-term depression",0.510015121032152,-0.292451118802491,0.763114226660291,1,65,0.339714633866794,0.969451382147278,0.689236686365795,0.763582169501842,0.254507800269689,0.39896313037342
"hsa04062 Chemokine signaling pathway",0.230820129979884,-0.294915911144322,0.764973708761915,1,164,0.873346165345693,0.999332091924937,0.0373268190684985,0.959714151487108,0.0128547892175072,0.37628594362473
"hsa04012 ErbB signaling pathway",0.537913124709852,-0.302951356570831,0.77097942784195,1,82,0.779378878889937,0.803778985444956,0.720100403097542,0.519744246343116,0.739286518795542,0.139762942192336
"hsa04742 Taste transduction",0.515949398075426,-0.323679651807879,0.786067385552131,1,32,0.935704605017101,0.887247556050165,0.156682697741737,0.52931282155818,0.455993178956897,0.600851682081875
"hsa00360 Phenylalanine metabolism",0.260405526096418,-0.331513295521576,0.791615206033463,1,16,0.788825867103392,0.0162139142971467,0.122988516327264,0.993705879862148,0.997691453127863,0.199946352891931
"hsa04672 Intestinal immune network for IgA production",0.0845124876271573,-0.371720190413154,0.818727093861695,1,40,0.997610766690915,0.99130786091537,6.26861023083356e-06,0.947436632728752,0.069231813029911,0.896042253485721
"hsa04010 MAPK signaling pathway",0.327559374710158,-0.381958564456241,0.825261336170924,1,244,0.888234465550603,0.467370022600262,0.39183105592881,0.991200840546168,0.927036244661277,0.00826407968514688
"hsa04975 Fat digestion and absorption",0.553222466291048,-0.392112249382081,0.831591879459347,1,38,0.895042794718868,0.594949812947048,0.553006391562128,0.154543405410908,0.878821755331406,0.716792230904817
"hsa04330 Notch signaling pathway",0.615700816619801,-0.429715877407886,0.853734298657694,1,39,0.337542677655069,0.524525561379529,0.869896625852506,0.846349532195608,0.723490218124079,0.577660884242342
"hsa00532 Glycosaminoglycan biosynthesis - chondroitin sulfate",0.651493362100918,-0.447331053856095,0.863402144018302,1,17,0.542750738292414,0.678910115427595,0.513975562063922,0.723117677090249,0.643060762454612,0.868248034853396
"hsa04974 Protein digestion and absorption",0.280647002597249,-0.453012290840177,0.866424837538076,1,69,0.0150233075162076,0.910501857195263,0.999576748299182,0.230648363663652,0.159086937505312,0.973901447679352
"hsa00591 Linoleic acid metabolism",0.584270195046518,-0.471162265862638,0.875771876224338,1,25,0.983505334398685,0.717703943434314,0.525231059885399,0.407163645811121,0.352035138548569,0.748608808598567
"hsa00561 Glycerolipid metabolism",0.507215668324458,-0.499104145378845,0.889250237617309,1,38,0.86528803365459,0.932952563820325,0.0939240912082108,0.34362239595884,0.946863049264694,0.690224025840329
"hsa00280 Valine, leucine and isoleucine degradation",0.313854414807626,-0.505823178220371,0.892328859447653,1,40,0.00488886731454563,0.869416811909804,0.99960523450107,0.713906996742166,0.393631835486471,0.800521116180115
"hsa00650 Butanoate metabolism",0.49430031157159,-0.537032775973003,0.905821698597315,1,26,0.0947025264395526,0.873867612241902,0.983852471151024,0.316955696623284,0.610593944826619,0.925671858575424
"hsa00380 Tryptophan metabolism",0.609380631135332,-0.551920971546438,0.911800306847195,1,33,0.422007721791673,0.888777824895865,0.432870204384918,0.432514724442009,0.747953460612838,0.974956195513137
"hsa00562 Inositol phosphate metabolism",0.543078617667851,-0.556106102365052,0.913428856526638,1,50,0.611715830560609,0.812966136261603,0.923970362900253,0.783837694850851,0.913957201923226,0.077937057057742
"hsa04970 Salivary secretion",0.485407647589228,-0.576114929507272,0.920905348820212,1,76,0.983972773944227,0.97859718443863,0.0878173376833896,0.388206401862647,0.838305446507057,0.475343319687274
"hsa00980 Metabolism of xenobiotics by cytochrome P450",0.569913416966912,-0.58660656239124,0.92462491337486,1,45,0.886875027337454,0.887953129577709,0.46957224736069,0.905870427655909,0.847554661772304,0.120688141304853
"hsa00565 Ether lipid metabolism",0.701640066055791,-0.58730132661187,0.924866437428323,1,28,0.668038790058741,0.70904052772812,0.511439205562137,0.852765226739828,0.826720221296313,0.698604669675754
"hsa04150 mTOR signaling pathway",0.624083439222019,-0.590375205313592,0.925927947433882,1,47,0.874013487179253,0.92991267759078,0.859966014591035,0.235113202444828,0.704671054298591,0.510212281580963
"hsa00830 Retinol metabolism",0.598858895096408,-0.623566503301285,0.936671666252747,1,41,0.813027453746774,0.990978557878769,0.867569489135437,0.269972176211314,0.549146530136461,0.445108654253827
"hsa04070 Phosphatidylinositol signaling system",0.647043794225121,-0.711227590169268,0.959258435061157,1,72,0.856203155061888,0.877531013272999,0.918734518459622,0.754569075323952,0.815713812998319,0.17271732645099
"hsa00340 Histidine metabolism",0.685772897603792,-0.71901893668767,0.960900217398291,1,23,0.446536484416809,0.80842582953055,0.760704837415268,0.986169043132932,0.719130729736706,0.534083773849598
"hsa04610 Complement and coagulation cascades",0.255428830623096,-0.766991469166047,0.969859843786982,1,65,0.0779090141622721,0.997003510092885,0.0039214817607104,0.974085882793474,0.99180518954869,0.943759354942923
"hsa04666 Fc gamma R-mediated phagocytosis",0.508729087880182,-0.78173409363646,0.972244159362535,1,81,0.959984977607095,0.977728466662962,0.0403477178839307,0.740936572794733,0.950050544615029,0.650264440698701
"hsa00260 Glycine, serine and threonine metabolism",0.722415331799168,-0.834433251731302,0.979520049682804,1,28,0.422117660474701,0.832531023222179,0.88374904517841,0.795433068988182,0.58894992372872,0.976960058220518
"hsa04912 GnRH signaling pathway",0.734009574853217,-0.856089642080384,0.982002450894757,1,91,0.787231653344827,0.980329758929116,0.861439550393648,0.825914862882273,0.672646291081263,0.42343697246871
